IDText;Text;new_text;Tokeniz;dibakukan;stemmed;pre_stem;Kelas_SVM;manual;Kelas_RF;Kelas_SVM_SMOTE_Minority;Kelas_SOMTERF;Kelas_SVM_SMOTE2;Kelas_Voting_Hard;Kelas_Stacking;Kelas_PCAVoting_Hard;Kelas_PCA_Stacking;Kelas_Stacking2;Kelas_Stacking3
TXT0730;@ganjarpranowo @mohmahfudmd Bersama pak Ganjar dan pak Mahfud insya Allah mampu memutuskan rantai kemiskinan di Indonesia lewat program2 unggulan merekaÃ°ÂŸÂ™ÂŒÃ°ÂŸÂÂ»Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂÂ»;insya memutuskan rantai kemiskinan indonesia unggulan;['insya', 'memutuskan', 'rantai', 'kemiskinan', 'indonesia', 'unggulan'];['insya', 'memutuskan', 'rantai', 'kemiskinan', 'indonesia', 'unggulan'];['insya', 'putus', 'rantai', 'miskin', 'indonesia', 'unggul'];insya putus rantai miskin indonesia unggul;Sosial Budaya;Demografi;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0731;"Keinginan Prabowo Gibran adalah Indonesia harus berdiri di kaki sendiri, manfaatkan kekayaan bangsa untuk kesejahteraan rakyat, bisa produksi barang2 kebutuhan sendiri.

Sudah pada Login? https://t.co/v1pN6KiZft [RE negativisme]";indonesia berdiri kaki manfaatkan kekayaan bangsa kesejahteraan rakyat produksi kebutuhan sendirisudah login;['indonesia', 'berdiri', 'kaki', 'manfaatkan', 'kekayaan', 'bangsa', 'kesejahteraan', 'rakyat', 'produksi', 'kebutuhan', 'sendirisudah', 'login'];['indonesia', 'berdiri', 'kaki', 'manfaatkan', 'kekayaan', 'bangsa', 'kesejahteraan', 'rakyat', 'produksi', 'kebutuhan', 'sendirisudah', 'login'];['indonesia', 'diri', 'kaki', 'manfaat', 'kaya', 'bangsa', 'sejahtera', 'rakyat', 'produksi', 'butuh', 'sendirisudah', 'login'];indonesia diri kaki manfaat kaya bangsa sejahtera rakyat produksi butuh sendirisudah login;Politik;Politik;Politik;Politik;Politik;Ideologi;Politik;Politik;Politik;Politik;Politik;Politik
TXT0732;"@_sirusaa prwakilan tokoh hindu tamil mengajukan pembangunan tmpat ibadah dri era pk jokowi,pk ahok, dan di era pk anies akhirnya mrek pya tmpat ibadah,,di mnit 11.30 an bpk perwakilan hindu tamilbilang akhirnya mreka merasakan pancasila bhineka tunggal ika itu ada

https://t.co/FumpbZVu9L [RE sasukura0210]";sirusaa prwakilan tokoh hindu tamil mengajukan pembangunan tmpat ibadah dri era pk ahok era pk anies mrek pya tmpat ibadahdi mnit an bpk perwakilan hindu tamilbilang mreka merasakan pancasila bhineka tunggal ika;['sirusaa', 'prwakilan', 'tokoh', 'hindu', 'tamil', 'mengajukan', 'pembangunan', 'tmpat', 'ibadah', 'dri', 'era', 'pk', 'ahok', 'era', 'pk', 'anies', 'mrek', 'pya', 'tmpat', 'ibadahdi', 'mnit', 'an', 'bpk', 'perwakilan', 'hindu', 'tamilbilang', 'mreka', 'merasakan', 'pancasila', 'bhineka', 'tunggal', 'ika'];['sirusaa', 'prwakilan', 'tokoh', 'hindu', 'tamil', 'mengajukan', 'pembangunan', 'tmpat', 'ibadah', 'dari', 'era', 'pakai', 'ahok', 'era', 'pakai', 'anies', 'mrek', 'pya', 'tmpat', 'ibadahdi', 'mnit', 'an', 'bpk', 'perwakilan', 'hindu', 'tamilbilang', 'mereka', 'merasakan', 'pancasila', 'bhineka', 'tunggal', 'ika'];['sirusaa', 'prwakilan', 'tokoh', 'hindu', 'tamil', 'aju', 'bangun', 'tmpat', 'ibadah', 'dari', 'era', 'pakai', 'ahok', 'era', 'pakai', 'anies', 'mrek', 'pya', 'tmpat', 'ibadahdi', 'mnit', 'an', 'bpk', 'wakil', 'hindu', 'tamilbilang', 'mereka', 'rasa', 'pancasila', 'bhineka', 'tunggal', 'ika'];sirusaa prwakilan tokoh hindu tamil aju bangun tmpat ibadah dari era pakai ahok era pakai anies mrek pya tmpat ibadahdi mnit an bpk wakil hindu tamilbilang mereka rasa pancasila bhineka tunggal ika;Ideologi;Demografi;Ideologi;Ideologi;Sosial Budaya;Ideologi;Ideologi;Sosial Budaya;Ideologi;Ideologi;Politik;Ideologi
TXT0733;"@UyokBack Debat politik itu adu argumen, adu data, klarifikasi depan publik. Contoh data seperti ini yang diminta jelaskan? Prabowo (lupa) tidak bisa jawab, alasannya waktu sempit? Ã°ÂŸÂ¤Â“
Mahfud jelaskan, anggaran bukan rahasia negara. #DebatCapres https://t.co/VQi02pPFAe [RE ZAEffendy]";uyokback debat politik adu argumen adu data klarifikasi publik contoh data lupa alasannya sempit anggaran rahasia negara;['uyokback', 'debat', 'politik', 'adu', 'argumen', 'adu', 'data', 'klarifikasi', 'publik', 'contoh', 'data', 'lupa', 'alasannya', 'sempit', 'anggaran', 'rahasia', 'negara'];['uyokback', 'debat', 'politik', 'adu', 'argumen', 'adu', 'data', 'klarifikasi', 'publik', 'contoh', 'data', 'lupa', 'alasannya', 'sempit', 'anggaran', 'rahasia', 'negara'];['uyokback', 'debat', 'politik', 'adu', 'argumen', 'adu', 'data', 'klarifikasi', 'publik', 'contoh', 'data', 'lupa', 'alas', 'sempit', 'anggar', 'rahasia', 'negara'];uyokback debat politik adu argumen adu data klarifikasi publik contoh data lupa alas sempit anggar rahasia negara;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0734;Ganjar bagus dukung anggaran pertahanan 1-2% dari PDB tapi ya eksekusinya dengan Senjata hiprrsonik dan Senjata Quantum terlalu jauh pak wkwkwkw Ã°ÂŸÂ˜Â‚ [RE gara_nam];bagus dukung anggaran pertahanan pdb ya eksekusinya senjata hiprrsonik senjata quantum;['bagus', 'dukung', 'anggaran', 'pertahanan', 'pdb', 'ya', 'eksekusinya', 'senjata', 'hiprrsonik', 'senjata', 'quantum'];['bagus', 'dukung', 'anggaran', 'pertahanan', 'pdb', 'ya', 'eksekusinya', 'senjata', 'hiprrsonik', 'senjata', 'quantum'];['bagus', 'dukung', 'anggar', 'tahan', 'pdb', 'ya', 'eksekusi', 'senjata', 'hiprrsonik', 'senjata', 'quantum'];bagus dukung anggar tahan pdb ya eksekusi senjata hiprrsonik senjata quantum;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Politik;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Sosial Budaya;Pertahanan dan Keamanan;Politik;Pertahanan dan Keamanan
TXT0735;@ARSIPAJA Alhamdullilah mari kita dukung pak prabowo biar pejabat sejahtera gaji nya naik, gpp rakyat sengsara pajak naik yg penting pejabat sejahtera dan gaji nya naik. Gaji puluhan juta atau ratusan juta beserta tunjungan itu kurang. Kalian rakyat biasa sorry yee sorry yeÃ¢Â€Â¼Ã¯Â¸Â [RE xandreanda];arsipaja mari dukung biar pejabat sejahtera gaji nya gpp rakyat sengsara pajak pejabat sejahtera gaji nya gaji puluhan juta ratusan juta beserta tunjungan rakyat sorry yee sorry ye;['arsipaja', 'mari', 'dukung', 'biar', 'pejabat', 'sejahtera', 'gaji', 'nya', 'gpp', 'rakyat', 'sengsara', 'pajak', 'pejabat', 'sejahtera', 'gaji', 'nya', 'gaji', 'puluhan', 'juta', 'ratusan', 'juta', 'beserta', 'tunjungan', 'rakyat', 'sorry', 'yee', 'sorry', 'ye'];['arsipaja', 'mari', 'dukung', 'biar', 'pejabat', 'sejahtera', 'gaji', 'nya', 'enggak apa-apa', 'rakyat', 'sengsara', 'pajak', 'pejabat', 'sejahtera', 'gaji', 'nya', 'gaji', 'puluhan', 'juta', 'ratusan', 'juta', 'beserta', 'tunjungan', 'rakyat', 'sorry', 'ya', 'sorry', 'ye'];['arsipaja', 'mari', 'dukung', 'biar', 'jabat', 'sejahtera', 'gaji', 'nya', 'enggak apa', 'rakyat', 'sengsara', 'pajak', 'jabat', 'sejahtera', 'gaji', 'nya', 'gaji', 'puluh', 'juta', 'ratus', 'juta', 'serta', 'tunjung', 'rakyat', 'sorry', 'ya', 'sorry', 'ye'];arsipaja mari dukung biar jabat sejahtera gaji nya enggak apa rakyat sengsara pajak jabat sejahtera gaji nya gaji puluh juta ratus juta serta tunjung rakyat sorry ya sorry ye;Ekonomi;Politik;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0736;"Ganjar-Mahfud adalah pasangan yang berkomitmen untuk meningkatkan kesejahteraan semua lapisan masyarakat. @apayakak123 Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/a8SBJxaiaq";pasangan berkomitmen meningkatkan kesejahteraan lapisan masyarakat happy new year;['pasangan', 'berkomitmen', 'meningkatkan', 'kesejahteraan', 'lapisan', 'masyarakat', 'happy', 'new', 'year'];['pasangan', 'berkomitmen', 'meningkatkan', 'kesejahteraan', 'lapisan', 'masyarakat', 'happy', 'new', 'year'];['pasang', 'komitmen', 'tingkat', 'sejahtera', 'lapis', 'masyarakat', 'happy', 'new', 'year'];pasang komitmen tingkat sejahtera lapis masyarakat happy new year;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0737;Mungkin ini alasan pandji ga setuju pak anies nyapres, dia cm pengen pak anies jabat gubernur lagi 2 periode buat beresin ketidakadilan2 kyk gini. Skrg cm berharap pak anies menang pilpres dan bisa balikin hak warga kp. Bayam lagi Ã°ÂŸÂ¥ÂºÃ°ÂŸÂ¤Â²Ã°ÂŸÂÂ¼ https://t.co/hS7Y0psnpp [RE Chanbobz];alasan pandji ga setuju anies nyapres cm pengen anies jabat gubernur periode beresin kyk gini skrg cm berharap anies menang pilpres balikin hak warga kp bayam;['alasan', 'pandji', 'ga', 'setuju', 'anies', 'nyapres', 'cm', 'pengen', 'anies', 'jabat', 'gubernur', 'periode', 'beresin', 'kyk', 'gini', 'skrg', 'cm', 'berharap', 'anies', 'menang', 'pilpres', 'balikin', 'hak', 'warga', 'kp', 'bayam'];['alasan', 'pandji', 'enggak', 'setuju', 'anies', 'nyapres', 'cuma', 'pengin', 'anies', 'jabat', 'gubernur', 'periode', 'beresin', 'kayak', 'begini', 'sekarang', 'cuma', 'berharap', 'anies', 'menang', 'pilpres', 'balikin', 'hak', 'warga', 'kp', 'bayam'];['alas', 'pandji', 'enggak', 'tuju', 'anies', 'nyapres', 'cuma', 'pengin', 'anies', 'jabat', 'gubernur', 'periode', 'resin', 'kayak', 'begini', 'sekarang', 'cuma', 'harap', 'anies', 'menang', 'pilpres', 'balikin', 'hak', 'warga', 'kp', 'bayam'];alas pandji enggak tuju anies nyapres cuma pengin anies jabat gubernur periode resin kayak begini sekarang cuma harap anies menang pilpres balikin hak warga kp bayam;Demografi;Politik;Demografi;Demografi;Politik;Demografi;Demografi;Demografi;Demografi;Demografi;Politik;Demografi
TXT0738;"@Hasbil_Lbs Coba sebutkan kepada kami, Pelanggaran apa yang dilakukan oleh Anies ? Konstitusi? Aturan KPU ? Hukum adat ?

Standar etika siapa yg kalian pakai ? 

Ga bisa tidur nyalahin Anies Ã°ÂŸÂ¤Â£,  anda cuma ga bisa  menerima kenyataan kalo Prabowo bad perform pada debat capres Ã°ÂŸÂ˜Â…";hasbillbs coba sebutkan pelanggaran anies konstitusi aturan kpu hukum adat standar etika pakai ga tidur anies ga menerima kenyataan kalo bad perform debat;['hasbillbs', 'coba', 'sebutkan', 'pelanggaran', 'anies', 'konstitusi', 'aturan', 'kpu', 'hukum', 'adat', 'standar', 'etika', 'pakai', 'ga', 'tidur', 'anies', 'ga', 'menerima', 'kenyataan', 'kalo', 'bad', 'perform', 'debat'];['hasbillbs', 'coba', 'sebutkan', 'pelanggaran', 'anies', 'konstitusi', 'aturan', 'kpu', 'hukum', 'adat', 'standar', 'etika', 'pakai', 'enggak', 'tidur', 'anies', 'enggak', 'menerima', 'kenyataan', 'kalo', 'bad', 'perform', 'debat'];['hasbillbs', 'coba', 'sebut', 'langgar', 'anies', 'konstitusi', 'atur', 'kpu', 'hukum', 'adat', 'standar', 'etika', 'pakai', 'enggak', 'tidur', 'anies', 'enggak', 'terima', 'nyata', 'kalo', 'bad', 'perform', 'debat'];hasbillbs coba sebut langgar anies konstitusi atur kpu hukum adat standar etika pakai enggak tidur anies enggak terima nyata kalo bad perform debat;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0739;"RAKYAT MENUNTUT AGAR JOKOWI MENEGUR 6 PEMDA YANG MELARANG ANIES KAMPANYE, INGAT YA PAK PRESIDEN, ANIES DAN CAK IMIN MELAKSANAKAN KAMPANYE SESUAI KONSTITUSI DAN UU YANG BERLAKU.
#KPUBerjamaahJegalAnies 
#KPUBerjamaahJegalAnies 
RAKYAT MUAK KPU DAN JOKOWI CURANG TERUS !!! https://t.co/2MYyPIDFFq [RE Freed0mland5151]";rakyat menuntut menegur pemda melarang anies kampanye ya presiden anies cak imin melaksanakan kampanye sesuai konstitusi uu kpuberjamaahjegalanies rakyat muak kpu curang;['rakyat', 'menuntut', 'menegur', 'pemda', 'melarang', 'anies', 'kampanye', 'ya', 'presiden', 'anies', 'cak', 'imin', 'melaksanakan', 'kampanye', 'sesuai', 'konstitusi', 'uu', 'kpuberjamaahjegalanies', 'rakyat', 'muak', 'kpu', 'curang'];['rakyat', 'menuntut', 'menegur', 'pemda', 'melarang', 'anies', 'kampanye', 'ya', 'presiden', 'anies', 'cak', 'imin', 'melaksanakan', 'kampanye', 'sesuai', 'konstitusi', 'uu', 'kpuberjamaahjegalanies', 'rakyat', 'muak', 'kpu', 'curang'];['rakyat', 'tuntut', 'tegur', 'pemda', 'larang', 'anies', 'kampanye', 'ya', 'presiden', 'anies', 'cak', 'imin', 'laksana', 'kampanye', 'sesuai', 'konstitusi', 'uu', 'kpuberjamaahjegalanies', 'rakyat', 'muak', 'kpu', 'curang'];rakyat tuntut tegur pemda larang anies kampanye ya presiden anies cak imin laksana kampanye sesuai konstitusi uu kpuberjamaahjegalanies rakyat muak kpu curang;Ideologi;Politik;Politik;Ideologi;Politik;Ideologi;Ideologi;Ideologi;Ideologi;Ideologi;Politik;Politik
TXT0740;Skenario riil yang tak terbayangkan bahkan tiga bulan lalu: lima tahun dari sekarang Anies bisa menjadi figur karismatik oposisi, seperti Megawati dulu di zaman Orde Baru. [RE gegerriy];skenario riil terbayangkan anies figur karismatik oposisi megawati zaman orde;['skenario', 'riil', 'terbayangkan', 'anies', 'figur', 'karismatik', 'oposisi', 'megawati', 'zaman', 'orde'];['skenario', 'riil', 'terbayangkan', 'anies', 'figur', 'karismatik', 'oposisi', 'megawati', 'zaman', 'orde'];['skenario', 'riil', 'bayang', 'anies', 'figur', 'karismatik', 'oposisi', 'megawati', 'zaman', 'orde'];skenario riil bayang anies figur karismatik oposisi megawati zaman orde;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0741;Pasangan Duet Capres Cawapres Ganjar Pranowo  Mahfud MD, inspirasi para pelaku UMKM. Kredit 35% jadi langkah cerdas. Sukses terus, teman-teman bisnis.JN18c1 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/uI4b5aoVEy [RE averiexx];pasangan duet cawapres md inspirasi pelaku umkm kredit langkah cerdas sukses temanteman jnk;['pasangan', 'duet', 'cawapres', 'md', 'inspirasi', 'pelaku', 'umkm', 'kredit', 'langkah', 'cerdas', 'sukses', 'temanteman', 'jnk'];['pasangan', 'duet', 'cawapres', 'md', 'inspirasi', 'pelaku', 'umkm', 'kredit', 'langkah', 'cerdas', 'sukses', 'temanteman', 'jnk'];['pasang', 'duet', 'cawapres', 'md', 'inspirasi', 'laku', 'umkm', 'kredit', 'langkah', 'cerdas', 'sukses', 'temanteman', 'jnk'];pasang duet cawapres md inspirasi laku umkm kredit langkah cerdas sukses temanteman jnk;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0742;"Debat Capres Pertama, Ganjar Tegaskan Jaga Demokrasi dan Sikat Korupsi Bengis 

 Ganjar Mahfud Hebat #Coblos3 #3GM Memimpin Indonesia #GanjarMahfudM3nangDebat https://t.co/sXFyOrV2PA";debat tegaskan jaga demokrasi sikat korupsi bengis hebat memimpin indonesia;['debat', 'tegaskan', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis', 'hebat', 'memimpin', 'indonesia'];['debat', 'tegaskan', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis', 'hebat', 'memimpin', 'indonesia'];['debat', 'tegas', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis', 'hebat', 'pimpin', 'indonesia'];debat tegas jaga demokrasi sikat korupsi bengis hebat pimpin indonesia;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0743;"@namasayamelki @agusudarmansyah @prabowo beda responnya saat bicaranya program selalu diapresiasi

saat setelah debat ngomong ke wartawan jelas apa yang ada dihati diutarain. ngomongin pertahanan di depan umum, bahas anggaran segala yang saat di Komisi I sangat berhati2 disampaikan terkait pertahanan negara";namasayamelki agusudarmansyah beda responnya bicaranya program diapresiasisaat debat wartawan dihati diutarain pertahanan bahas anggaran komisi i terkait pertahanan negara;['namasayamelki', 'agusudarmansyah', 'beda', 'responnya', 'bicaranya', 'program', 'diapresiasisaat', 'debat', 'wartawan', 'dihati', 'diutarain', 'pertahanan', 'bahas', 'anggaran', 'komisi', 'i', 'terkait', 'pertahanan', 'negara'];['namasayamelki', 'agusudarmansyah', 'beda', 'responnya', 'bicaranya', 'program', 'diapresiasisaat', 'debat', 'wartawan', 'dihati', 'diutarain', 'pertahanan', 'bahas', 'anggaran', 'komisi', 'i', 'terkait', 'pertahanan', 'negara'];['namasayamelki', 'agusudarmansyah', 'beda', 'responnya', 'bicara', 'program', 'diapresiasisaat', 'debat', 'wartawan', 'hati', 'diutarain', 'tahan', 'bahas', 'anggar', 'komisi', 'i', 'kait', 'tahan', 'negara'];namasayamelki agusudarmansyah beda responnya bicara program diapresiasisaat debat wartawan hati diutarain tahan bahas anggar komisi i kait tahan negara;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0744;kemunduran demokrasi asalkan bukan prabowo!! @aniesbaswedan @ganjarpranowo;kemunduran demokrasi;['kemunduran', 'demokrasi'];['kemunduran', 'demokrasi'];['mundur', 'demokrasi'];mundur demokrasi;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Ideologi;Politik;Politik;Sosial Budaya
TXT0745;"Gua jadi inget ketika PM Kanada ditegur sama Xi Jinping karena bocorin dialog.

Xi Jinping gasuka kalau terlalu oversharing. Beberapa hal yg penting memang gaboleh dibocorin. Andai Pak Prabowo ngasih tau hal ini mungkin banyak yg makin respect ke beliau. [RE kirsteiniz]";gua inget pm kanada ditegur xi jinping bocorin dialogxi jinping gasuka oversharing gaboleh dibocorin andai ngasih tau respect beliau;['gua', 'inget', 'pm', 'kanada', 'ditegur', 'xi', 'jinping', 'bocorin', 'dialogxi', 'jinping', 'gasuka', 'oversharing', 'gaboleh', 'dibocorin', 'andai', 'ngasih', 'tau', 'respect', 'beliau'];['gua', 'ingat', 'pm', 'kanada', 'ditegur', 'xi', 'jinping', 'bocorin', 'dialogxi', 'jinping', 'gasuka', 'oversharing', 'gaboleh', 'dibocorin', 'andai', 'mengasih', 'tau', 'respect', 'beliau'];['gua', 'ingat', 'pm', 'kanada', 'tegur', 'xi', 'jinping', 'bocorin', 'dialogxi', 'jinping', 'gasuka', 'oversharing', 'gaboleh', 'dibocorin', 'andai', 'asih', 'tau', 'respect', 'beliau'];gua ingat pm kanada tegur xi jinping bocorin dialogxi jinping gasuka oversharing gaboleh dibocorin andai asih tau respect beliau;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0746;Prabowo Ingin Patahkan Klaim Ganjar sebagai Penerus Jokowi https://t.co/hkVjQscSqc [RE OposisiCerdas];patahkan klaim penerus;['patahkan', 'klaim', 'penerus'];['patahkan', 'klaim', 'penerus'];['patah', 'klaim', 'terus'];patah klaim terus;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0747;RT prabowoÃ¢Â€Â¦.. taking gaza as an example of Ã¢Â€Âœyang lemah yang ditindasÃ¢Â€ÂÃ¢Â€Â¦Ã¢Â€Â¦Ã¢Â€Â¦.. he definitely dgafÃ¢Â€Â¦Ã¢Â€Â¦Ã¢Â€Â¦Ã¢Â€Â¦ [RE malameze];rt taking gaza as an example of lemah ditindas he definitely dgaf;['rt', 'taking', 'gaza', 'as', 'an', 'example', 'of', 'lemah', 'ditindas', 'he', 'definitely', 'dgaf'];['rt', 'taking', 'gaza', 'as', 'an', 'example', 'of', 'lemah', 'ditindas', 'he', 'definitely', 'dgaf'];['rt', 'taking', 'gaza', 'as', 'an', 'example', 'of', 'lemah', 'tindas', 'he', 'definitely', 'dgaf'];rt taking gaza as an example of lemah tindas he definitely dgaf;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Pertahanan dan Keamanan;Sosial Budaya;Pertahanan dan Keamanan;Politik;Sosial Budaya
TXT0748;"Anis kesukaan Amerika CS Dengan alat demokrasi dan keadilan  Harga Diri Bangsa Menoton Ganjar Membenahi Sistem dan administrasi Dan enak didengar untuk dongeng tidur

 #Mahfud Hebat #MahfudLebihBaik3 #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik Happy New Year";anis kesukaan amerika cs alat demokrasi keadilan harga bangsa menoton membenahi sistem administrasi enak didengar dongeng tidur hebat happy new year;['anis', 'kesukaan', 'amerika', 'cs', 'alat', 'demokrasi', 'keadilan', 'harga', 'bangsa', 'menoton', 'membenahi', 'sistem', 'administrasi', 'enak', 'didengar', 'dongeng', 'tidur', 'hebat', 'happy', 'new', 'year'];['anis', 'kesukaan', 'amerika', 'cs', 'alat', 'demokrasi', 'keadilan', 'harga', 'bangsa', 'menoton', 'membenahi', 'sistem', 'administrasi', 'enak', 'didengar', 'dongeng', 'tidur', 'hebat', 'happy', 'new', 'year'];['anis', 'suka', 'amerika', 'cs', 'alat', 'demokrasi', 'adil', 'harga', 'bangsa', 'menoton', 'benah', 'sistem', 'administrasi', 'enak', 'dengar', 'dongeng', 'tidur', 'hebat', 'happy', 'new', 'year'];anis suka amerika cs alat demokrasi adil harga bangsa menoton benah sistem administrasi enak dengar dongeng tidur hebat happy new year;Ideologi;Politik;Sosial Budaya;Ideologi;Sosial Budaya;Ideologi;Ideologi;Sosial Budaya;Ideologi;Ideologi;Politik;Sosial Budaya
TXT0749;@detikcom Ya anis dijanjiin kursi mentri lah wong dia itu anak prabowo;detikcom ya anis dijanjiin kursi mentri anak;['detikcom', 'ya', 'anis', 'dijanjiin', 'kursi', 'mentri', 'anak'];['detikcom', 'ya', 'anis', 'dijanjiin', 'kursi', 'mentri', 'anak'];['detikcom', 'ya', 'anis', 'dijanjiin', 'kursi', 'tri', 'anak'];detikcom ya anis dijanjiin kursi tri anak;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
