,Text,new_text2,Tokeniz,baku_text,stemmed_text
741,terkait dengan pelanggaran ham masa lalu pak ganjar memberikan ganjar mahfud hebat    debatcapres ,terkait pelanggaran ham,"['terkait', 'pelanggaran', 'ham']","['terkait', 'pelanggaran', 'ham']","['kait', 'langgar', 'ham']"
742, terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat   memimpin indonesia  ,terkuak karakter asli memimpin,"['terkuak', 'karakter', 'asli', 'memimpin']","['terkuak', 'karakter', 'asli', 'memimpin']","['kuak', 'karakter', 'asli', 'pimpin']"
743,ganjar pranowo mahfud md pemimpin yang merakyat dorong pertumbuhan ekonomi yang merata ganjar mahfud hebat    waktunyaprabowo ,pemimpin merakyat dorong pertumbuhan ekonomi merata,"['pemimpin', 'merakyat', 'dorong', 'pertumbuhan', 'ekonomi', 'merata']","['pemimpin', 'merakyat', 'dorong', 'pertumbuhan', 'ekonomi', 'merata']","['pimpin', 'rakyat', 'dorong', 'tumbuh', 'ekonomi', 'rata']"
744,pemberantasan korupsi adalah peperangan yang harus dimenangkan bersama indonesiasentris  anakmudaindonesiaemas prabowo  gibran mengajak seluruh masyarakat bergabung indonesiasentris  anakmudaindonesiaemas menangseputaran ,pemberantasan korupsi peperangan dimenangkan mengajak bergabung,"['pemberantasan', 'korupsi', 'peperangan', 'dimenangkan', 'mengajak', 'bergabung']","['pemberantasan', 'korupsi', 'peperangan', 'dimenangkan', 'mengajak', 'bergabung']","['berantas', 'korupsi', 'peperangan', 'menang', 'ajak', 'gabung']"
745,di debat ketiga capres prabowo subianto optimis utang luar   industry  indonesiakuatindonesiamaju   ,debat ketiga optimis utang industry,"['debat', 'ketiga', 'optimis', 'utang', 'industry']","['debat', 'ketiga', 'optimis', 'utang', 'industry']","['debat', 'tiga', 'optimis', 'utang', 'industry']"
746,anies itu org terpelajar dia paham betul arti kata pribumi jadi ketika dia menggunakannya itu kesengajaan riding the wave ,org terpelajar paham arti pribumi menggunakannya kesengajaan riding wave,"['org', 'terpelajar', 'paham', 'arti', 'pribumi', 'menggunakannya', 'kesengajaan', 'riding', 'wave']","['orang', 'terpelajar', 'paham', 'arti', 'pribumi', 'menggunakannya', 'kesengajaan', 'riding', 'wave']","['orang', 'ajar', 'paham', 'arti', 'pribumi', 'guna', 'sengaja', 'riding', 'wave']"
747,ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat ganjarpranowopilihanumat  jnk ganjarmahfudrebound ,pemimpin mikirin kepentingan kepentingan kebebasan berpendapat,"['pemimpin', 'mikirin', 'kepentingan', 'kepentingan', 'kebebasan', 'berpendapat']","['pemimpin', 'memikirkan', 'kepentingan', 'kepentingan', 'kebebasan', 'berpendapat']","['pimpin', 'pikir', 'penting', 'penting', 'bebas', 'dapat']"
748,kbanews kecewa banget liat pemda yang nggak paham aturan konstitusi dukung terus anies,kbanews kecewa liat pemda nggak paham aturan konstitusi,"['kbanews', 'kecewa', 'liat', 'pemda', 'nggak', 'paham', 'aturan', 'konstitusi']","['kbanews', 'kecewa', 'lihat', 'pemda', 'enggak', 'paham', 'aturan', 'konstitusi']","['kbanews', 'kecewa', 'lihat', 'pemda', 'enggak', 'paham', 'atur', 'konstitusi']"
749,menteri investasi bahlil lahadalia mengkritik anies baswedan yang bicara etika di debat pilpres ketiga bahlil menuding anies merasa paling punya etika tinggidetikpemilu waktunyamilih  ,menteri investasi bahlil lahadalia mengkritik bicara etika debat pilpres ketiga bahlil menuding etika tinggidetikpemilu waktunyamilih,"['menteri', 'investasi', 'bahlil', 'lahadalia', 'mengkritik', 'bicara', 'etika', 'debat', 'pilpres', 'ketiga', 'bahlil', 'menuding', 'etika', 'tinggidetikpemilu', 'waktunyamilih']","['menteri', 'investasi', 'bahlil', 'lahadalia', 'mengkritik', 'bicara', 'etika', 'debat', 'pilpres', 'ketiga', 'bahlil', 'menuding', 'etika', 'tinggidetikpemilu', 'waktunyamilih']","['menteri', 'investasi', 'bahlil', 'lahadalia', 'kritik', 'bicara', 'etika', 'debat', 'pilpres', 'tiga', 'bahlil', 'tuding', 'etika', 'tinggidetikpemilu', 'waktunyamilih']"
750,kikysaputrii siapa bilang pernyataan pak anis tdak d setujui pak prabowo ketika itu masuk akal,kikysaputrii bilang pernyataan tdak d setujui masuk akal,"['kikysaputrii', 'bilang', 'pernyataan', 'tdak', 'd', 'setujui', 'masuk', 'akal']","['kikysaputrii', 'bilang', 'pernyataan', 'tidak', 'ada', 'setujui', 'masuk', 'akal']","['kikysaputrii', 'bilang', 'nyata', 'tidak', 'ada', 'tuju', 'masuk', 'akal']"
751,kontrak terbuka ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan panganjnk ganjarmahfudrebound ganjarpranowopilihanumat ,kontrak terbuka cermin kepedulian yuk jaga kedaulatan,"['kontrak', 'terbuka', 'cermin', 'kepedulian', 'yuk', 'jaga', 'kedaulatan']","['kontrak', 'terbuka', 'cermin', 'kepedulian', 'yuk', 'jaga', 'kedaulatan']","['kontrak', 'buka', 'cermin', 'peduli', 'yuk', 'jaga', 'daulat']"
752,  d video tersebut terdapat potongan video ketika ganjar pranowo menyebut jika  lebih memilih mendukungnya ganjar mahfud hebat   nazarpemilu  ,d potongan menyebut memilih mendukungnya nazarpemilu,"['d', 'potongan', 'menyebut', 'memilih', 'mendukungnya', 'nazarpemilu']","['ada', 'potongan', 'menyebut', 'memilih', 'mendukungnya', 'nazarpemilu']","['ada', 'potong', 'sebut', 'pilih', 'dukung', 'nazarpemilu']"
753,pak anies baswedan salah menyampaikan data pak prabowo meluruskan jangan sampai capres menyebarkan hoaksindonesiakuatindonesiamajudiplomasiprogresifprabowo  prabowo ,data meluruskan menyebarkan hoaksindonesiakuatindonesiamajudiplomasiprogresifprabowo,"['data', 'meluruskan', 'menyebarkan', 'hoaksindonesiakuatindonesiamajudiplomasiprogresifprabowo']","['data', 'meluruskan', 'menyebarkan', 'hoaksindonesiakuatindonesiamajudiplomasiprogresifprabowo']","['data', 'lurus', 'sebar', 'hoaksindonesiakuatindonesiamajudiplomasiprogresifprabowo']"
754,pangan energi dan air merupakan pilar utama bagi kemandirian dan kedaulatan suatu negara indonesia dengan kekayaan alam yang melimpah memiliki potensi besar untuk mencapai kemandirian maka dari itu penting untuk memliki strategi pengelolaan sda yang tepat agar dapat memberikan manfaat maksimal bagi masyarakat dan mendorong negara ini menuju kemandirian ,pangan energi air pilar utama kemandirian kedaulatan kekayaan alam melimpah memiliki potensi mencapai kemandirian memliki strategi pengelolaan sda manfaat maksimal mendorong kemandirian,"['pangan', 'energi', 'air', 'pilar', 'utama', 'kemandirian', 'kedaulatan', 'kekayaan', 'alam', 'melimpah', 'memiliki', 'potensi', 'mencapai', 'kemandirian', 'memliki', 'strategi', 'pengelolaan', 'sda', 'manfaat', 'maksimal', 'mendorong', 'kemandirian']","['pangan', 'energi', 'air', 'pilar', 'utama', 'kemandirian', 'kedaulatan', 'kekayaan', 'alam', 'melimpah', 'memiliki', 'potensi', 'mencapai', 'kemandirian', 'memliki', 'strategi', 'pengelolaan', 'sda', 'manfaat', 'maksimal', 'mendorong', 'kemandirian']","['pangan', 'energi', 'air', 'pilar', 'utama', 'mandiri', 'daulat', 'kaya', 'alam', 'limpah', 'milik', 'potensi', 'capai', 'mandiri', 'memliki', 'strategi', 'kelola', 'sda', 'manfaat', 'maksimal', 'dorong', 'mandiri']"
755,  tanyarlfes unhcr tu khusus pengungsi bukan lembaga amil zakat indonesia atau pemerintah atau prabowo apalagi tapi dari donatur luar negeripbb heran dah goblok bner,tanyarlfes unhcr tu khusus pengungsi lembaga amil zakat pemerintah donatur negeripbb heran dah goblok bner,"['tanyarlfes', 'unhcr', 'tu', 'khusus', 'pengungsi', 'lembaga', 'amil', 'zakat', 'pemerintah', 'donatur', 'negeripbb', 'heran', 'dah', 'goblok', 'bner']","['tanyarlfes', 'unhcr', 'itu', 'khusus', 'pengungsi', 'lembaga', 'amil', 'zakat', 'pemerintah', 'donatur', 'negeripbb', 'heran', 'deh', 'goblok', 'benar']","['tanyarlfes', 'unhcr', 'itu', 'khusus', 'ungsi', 'lembaga', 'amil', 'zakat', 'perintah', 'donatur', 'negeripbb', 'heran', 'deh', 'goblok', 'benar']"
756,hanya kecurangan yg bisa mengalahkan ganjarmahfud dan kalaupun kalian memenangkan kecurangan maka kami tidak akan tinggal diam kami akan melawan sampe titik darah penghabisan krn perlawanan bukan hanya utk ganjarmahfud tapi perlawanan demi masa depan demokrasi ibu pertiwi  ,kecurangan mengalahkan memenangkan kecurangan diam melawan sampe titik darah penghabisan krn perlawanan perlawanan demokrasi pertiwi,"['kecurangan', 'mengalahkan', 'memenangkan', 'kecurangan', 'diam', 'melawan', 'sampe', 'titik', 'darah', 'penghabisan', 'krn', 'perlawanan', 'perlawanan', 'demokrasi', 'pertiwi']","['kecurangan', 'mengalahkan', 'memenangkan', 'kecurangan', 'diam', 'melawan', 'sampai', 'titik', 'darah', 'penghabisan', 'karena', 'perlawanan', 'perlawanan', 'demokrasi', 'pertiwi']","['curang', 'kalah', 'menang', 'curang', 'diam', 'lawan', 'sampai', 'titik', 'darah', 'habis', 'karena', 'lawan', 'lawan', 'demokrasi', 'pertiwi']"
757,ganjarpranowo mohmahfudmd ganjar pranowo sosok yang berdedikasi tinggi untuk menciptakan pemerintahan yang efisien dan responsif,sosok berdedikasi menciptakan pemerintahan efisien responsif,"['sosok', 'berdedikasi', 'menciptakan', 'pemerintahan', 'efisien', 'responsif']","['sosok', 'berdedikasi', 'menciptakan', 'pemerintahan', 'efisien', 'responsif']","['sosok', 'dedikasi', 'cipta', 'perintah', 'efisien', 'responsif']"
758,kalo kata anies  jika yang kecil melanggar biasanya karena kebutuhan maka penuhi kebutuhannya maka pelanggaran akan hilang tapi apabila yang besar melanggar biasanya karena keserakahan maka  spt ini harus dihukum karena keserakahannya bukan malah disejahterakan  ,kalo melanggar kebutuhan penuhi kebutuhannya pelanggaran hilang melanggar keserakahan spt dihukum keserakahannya disejahterakan,"['kalo', 'melanggar', 'kebutuhan', 'penuhi', 'kebutuhannya', 'pelanggaran', 'hilang', 'melanggar', 'keserakahan', 'spt', 'dihukum', 'keserakahannya', 'disejahterakan']","['kalo', 'melanggar', 'kebutuhan', 'penuhi', 'kebutuhannya', 'pelanggaran', 'hilang', 'melanggar', 'keserakahan', 'seperti', 'dihukum', 'keserakahannya', 'disejahterakan']","['kalo', 'langgar', 'butuh', 'penuh', 'butuh', 'langgar', 'hilang', 'langgar', 'serakah', 'seperti', 'hukum', 'serakah', 'sejahtera']"
759,ganjar hadir untuk mewujudkan kesejahteraan prajurit ayydafryanti  ,mewujudkan kesejahteraan prajurit ayydafryanti,"['mewujudkan', 'kesejahteraan', 'prajurit', 'ayydafryanti']","['mewujudkan', 'kesejahteraan', 'prajurit', 'ayydafryanti']","['wujud', 'sejahtera', 'prajurit', 'ayydafryanti']"
760,pledoinya bang hariz sebagai bukti kemunduran demokrasi dan kebebasan berpendapatanies bubbleaminajadulu asalbukanprabowo wakandanomoreindonesiaforever  ,pledoinya bang hariz kemunduran demokrasi kebebasan berpendapatanies bubbleaminajadulu,"['pledoinya', 'bang', 'hariz', 'kemunduran', 'demokrasi', 'kebebasan', 'berpendapatanies', 'bubbleaminajadulu']","['pledoinya', 'bang', 'hariz', 'kemunduran', 'demokrasi', 'kebebasan', 'berpendapatanies', 'bubbleaminajadulu']","['pledoinya', 'bang', 'hariz', 'mundur', 'demokrasi', 'bebas', 'berpendapatanies', 'bubbleaminajadulu']"
761,dukungan untuk paslon  ganjarmahfud terus mengalir kali ini datang dari istri almarhum didi kempot yan vellia dia menilai ganjarpranowo dan mohmahfudmd ini adalah pasangan pemimpin yang epat untuk membawa indonesia lebih unggul khususnya rekam jejak ganjar pranowo yang memiliki keseriusan mengentaskan angka kemiskinan membuat yan vellia mempercayakan ganjar untuk memimpin organisasi yang lebih luas cakupannya sebesar negara ,dukungan mengalir kali istri almarhum didi kempot yan vellia menilai pasangan pemimpin epat membawa unggul memiliki keseriusan mengentaskan angka kemiskinan yan vellia mempercayakan memimpin organisasi luas cakupannya,"['dukungan', 'mengalir', 'kali', 'istri', 'almarhum', 'didi', 'kempot', 'yan', 'vellia', 'menilai', 'pasangan', 'pemimpin', 'epat', 'membawa', 'unggul', 'memiliki', 'keseriusan', 'mengentaskan', 'angka', 'kemiskinan', 'yan', 'vellia', 'mempercayakan', 'memimpin', 'organisasi', 'luas', 'cakupannya']","['dukungan', 'mengalir', 'kali', 'istri', 'almarhum', 'didi', 'kempot', 'yan', 'vellia', 'menilai', 'pasangan', 'pemimpin', 'epat', 'membawa', 'unggul', 'memiliki', 'keseriusan', 'mengentaskan', 'angka', 'kemiskinan', 'yan', 'vellia', 'mempercayakan', 'memimpin', 'organisasi', 'luas', 'cakupannya']","['dukung', 'alir', 'kali', 'istri', 'almarhum', 'didi', 'kempot', 'yan', 'vellia', 'nilai', 'pasang', 'pimpin', 'epat', 'bawa', 'unggul', 'milik', 'serius', 'entas', 'angka', 'miskin', 'yan', 'vellia', 'percaya', 'pimpin', 'organisasi', 'luas', 'cakup']"
762,hasto pak prabowo tidak bisa blusukan  ,hasto blusukan,"['hasto', 'blusukan']","['hasto', 'blusukan']","['hasto', 'blusukan']"
763,goganjargo ganjar optimis capai pertumbuhan ekonomi  sahabatganjar  ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat    nelayansejahtera ,optimis capai pertumbuhan ekonomi generasigotongroyong nelayansejahtera,"['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']","['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']","['optimis', 'capai', 'tumbuh', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']"
764,partisipasi aktif warga negara adalah tonggak demokrasi yang sehat indonesiasentris  anakmudaindonesiaemas prabowo  gibran mendorong keterlibatan semua indonesiasentris  anakmudaindonesiaemas menangseputaran ,partisipasi aktif warga tonggak demokrasi sehat mendorong keterlibatan,"['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'mendorong', 'keterlibatan']","['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'mendorong', 'keterlibatan']","['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'dorong', 'libat']"
765,top statement dari top   statement ganjar sangat rasional untuk direalisasikan mulai dari komitmennya soal menguatkan pertahanan cyber meningkatkan anggaran sampai  dari pdb mendorong profesionalisme aparat kesejahteraan prajurit dan keluarga sampau beasiswa kuliah anak prajuritbhayangkara indonesia garda sumudra we are growth ,top statement top statement rasional direalisasikan komitmennya menguatkan pertahanan cyber meningkatkan anggaran pdb mendorong profesionalisme aparat kesejahteraan prajurit keluarga sampau beasiswa kuliah prajuritbhayangkara garda sumudra we are growth,"['top', 'statement', 'top', 'statement', 'rasional', 'direalisasikan', 'komitmennya', 'menguatkan', 'pertahanan', 'cyber', 'meningkatkan', 'anggaran', 'pdb', 'mendorong', 'profesionalisme', 'aparat', 'kesejahteraan', 'prajurit', 'keluarga', 'sampau', 'beasiswa', 'kuliah', 'prajuritbhayangkara', 'garda', 'sumudra', 'we', 'are', 'growth']","['top', 'statement', 'top', 'statement', 'rasional', 'direalisasikan', 'komitmennya', 'menguatkan', 'pertahanan', 'cyber', 'meningkatkan', 'anggaran', 'pdb', 'mendorong', 'profesionalisme', 'aparat', 'kesejahteraan', 'prajurit', 'keluarga', 'sampau', 'beasiswa', 'kuliah', 'prajuritbhayangkara', 'garda', 'sumudra', 'we', 'are', 'growth']","['top', 'statement', 'top', 'statement', 'rasional', 'realisasi', 'komitmen', 'kuat', 'tahan', 'cyber', 'tingkat', 'anggar', 'pdb', 'dorong', 'profesionalisme', 'aparat', 'sejahtera', 'prajurit', 'keluarga', 'sampau', 'beasiswa', 'kuliah', 'prajuritbhayangkara', 'garda', 'sumudra', 'we', 'are', 'growth']"
766,kesejahteraan indonesia di masa mendatang  pilih ganjar pranowo dan mahfud md  pilihanumat jnk temanganjar kampanye  atikohibunegara ganjar mahfud hebat    internet gratis ,kesejahteraan pilihanumat temanganjar kampanye internet,"['kesejahteraan', 'pilihanumat', 'temanganjar', 'kampanye', 'internet']","['kesejahteraan', 'pilihanumat', 'temanganjar', 'kampanye', 'internet']","['sejahtera', 'pilihanumat', 'temanganjar', 'kampanye', 'internet']"
767,habis debat soal pesawat bekas prabowo teken kontrak   msn  indonesiakuatindonesiamaju   ,habis debat pesawat bekas teken kontrak msn,"['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn']","['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn']","['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn']"
768,heraloebss anies rockedanggaran berlimpah tapi kementrian pertahanan malah kena hacktentara tidak pernah rumah tapi menterinya punya lahan ratusan ribu hektarironi  ,heraloebss rockedanggaran berlimpah kementrian pertahanan kena hacktentara menterinya lahan ratusan hektarironi,"['heraloebss', 'rockedanggaran', 'berlimpah', 'kementrian', 'pertahanan', 'kena', 'hacktentara', 'menterinya', 'lahan', 'ratusan', 'hektarironi']","['heraloebss', 'rockedanggaran', 'berlimpah', 'kementrian', 'pertahanan', 'kena', 'hacktentara', 'menterinya', 'lahan', 'ratusan', 'hektarironi']","['heraloebss', 'rockedanggaran', 'limpah', 'tri', 'tahan', 'kena', 'hacktentara', 'menteri', 'lahan', 'ratus', 'hektarironi']"
769,di bekasi anies emang kerjanya kgk beres  tahun jadi gubernur jakarta kgk ada hasilnya buat bekasi cih ,bekasi emang kerjanya kgk beres kgk hasilnya bekasi cih,"['bekasi', 'emang', 'kerjanya', 'kgk', 'beres', 'kgk', 'hasilnya', 'bekasi', 'cih']","['bekasi', 'memang', 'kerjanya', 'kgk', 'beres', 'kgk', 'hasilnya', 'bekasi', 'cih']","['bekas', 'memang', 'kerja', 'kgk', 'beres', 'kgk', 'hasil', 'bekas', 'cih']"
770,ganjar optimis capai pertumbuhan ekonomi  sahabatganjar  ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat    perempuan maju ,optimis capai pertumbuhan ekonomi generasigotongroyong perempuan,"['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'perempuan']","['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'perempuan']","['optimis', 'capai', 'tumbuh', 'ekonomi', 'generasigotongroyong', 'perempuan']"
771,ganjarmahfud akan membangun fondasi yang kokoh untuk pertumbuhan ekonomi  happy new year  ,membangun fondasi kokoh pertumbuhan ekonomi happy new year,"['membangun', 'fondasi', 'kokoh', 'pertumbuhan', 'ekonomi', 'happy', 'new', 'year']","['membangun', 'fondasi', 'kokoh', 'pertumbuhan', 'ekonomi', 'happy', 'new', 'year']","['bangun', 'fondasi', 'kokoh', 'tumbuh', 'ekonomi', 'happy', 'new', 'year']"
772,dalam momentum pilpres mencoblos ganjar pranowo adalah langkah menuju pemerintahan yang efektif dan efisienganjarmahfudrebound ganjarpranowopilihanumat jnk ,momentum pilpres mencoblos langkah pemerintahan efektif efisienganjarmahfudrebound,"['momentum', 'pilpres', 'mencoblos', 'langkah', 'pemerintahan', 'efektif', 'efisienganjarmahfudrebound']","['momentum', 'pilpres', 'mencoblos', 'langkah', 'pemerintahan', 'efektif', 'efisienganjarmahfudrebound']","['momentum', 'pilpres', 'coblos', 'langkah', 'perintah', 'efektif', 'efisienganjarmahfudrebound']"
773,ganjarpranowo sebut perlu internet cepat buat dukung keamanan sibercalon presiden atau capres nomor urut tiga ganjar pranowo menyebutkan kebutuhan internet cepat terkait masalah keamanan sibermenurut ganjar untuk masalah keamanan siber dibutuhkan perkuatan badan siber dan sandi negara bssn serta penting untuk membuat sistem keamanan yang baikbahkan selain membangun sdm dan infrastruktur yang baik maka kecepatan internet dan coveragenya harus tinggi maka kalau kita kemudian membuat satu sistem infrastruktur yang bagus jangan dikorupsi kata ganjartop ,internet cepat keamanan sibercalon nomor urut kebutuhan internet cepat terkait keamanan sibermenurut keamanan siber dibutuhkan perkuatan badan siber sandi bssn sistem keamanan baikbahkan membangun sdm infrastruktur kecepatan internet coveragenya sistem infrastruktur bagus dikorupsi ganjartop,"['internet', 'cepat', 'keamanan', 'sibercalon', 'nomor', 'urut', 'kebutuhan', 'internet', 'cepat', 'terkait', 'keamanan', 'sibermenurut', 'keamanan', 'siber', 'dibutuhkan', 'perkuatan', 'badan', 'siber', 'sandi', 'bssn', 'sistem', 'keamanan', 'baikbahkan', 'membangun', 'sdm', 'infrastruktur', 'kecepatan', 'internet', 'coveragenya', 'sistem', 'infrastruktur', 'bagus', 'dikorupsi', 'ganjartop']","['internet', 'cepat', 'keamanan', 'sibercalon', 'nomor', 'urut', 'kebutuhan', 'internet', 'cepat', 'terkait', 'keamanan', 'sibermenurut', 'keamanan', 'siber', 'dibutuhkan', 'perkuatan', 'badan', 'siber', 'sandi', 'bssn', 'sistem', 'keamanan', 'baikbahkan', 'membangun', 'sdm', 'infrastruktur', 'kecepatan', 'internet', 'coveragenya', 'sistem', 'infrastruktur', 'bagus', 'dikorupsi', 'ganjartop']","['internet', 'cepat', 'aman', 'sibercalon', 'nomor', 'urut', 'butuh', 'internet', 'cepat', 'kait', 'aman', 'sibermenurut', 'aman', 'siber', 'butuh', 'kuat', 'badan', 'siber', 'sandi', 'bssn', 'sistem', 'aman', 'baikbahkan', 'bangun', 'sdm', 'infrastruktur', 'cepat', 'internet', 'coveragenya', 'sistem', 'infrastruktur', 'bagus', 'korupsi', 'ganjartop']"
